 640,  128, 983159.312, 983157.572, 1332.913, 1374.166
 640,  256, 983179.567, 983113.104, 1179.417, 1175.455
 640,  384, 983163.902, 983103.996,  985.345,  973.660
1280,  128, 982791.715, 982810.486, 1488.577, 1477.758
1280,  256, 982837.056, 982826.840, 1155.870, 1143.936
1280,  384, 982893.443, 982924.991,  957.190,  972.085
1280,  512, 983147.783, 983149.630,  865.201,  890.659
2560,  128, 983120.051, 982937.331, 1244.958, 1338.910
2560,  256, 982756.239, 982669.458, 1006.856, 1006.357
2560,  384, 983210.284, 983171.976,  969.134,  929.003
2560,  512, 983242.894, 983223.340,  814.235,  802.189
2560,  640, 983268.074, 983230.370,  813.757,  791.993
2560,  768, 983112.379, 983112.373,  728.640,  707.564
2560, 1024, 983168.562, 983133.667,  587.367,  584.362
5120,  128, 982813.643, 982759.547, 1716.456, 1816.193
5120,  256, 983056.736, 983069.987,  901.968,  917.709
5120,  384, 982983.991, 983029.144,  886.776,  956.413
5120,  512, 983605.924, 983544.157,  686.596,  761.435
5120,  640, 982818.231, 982826.505,  639.340,  608.905
5120,  768, 983283.139, 983241.925,  521.829,  547.365
5120, 1024, 983058.984, 983065.894,  474.530,  492.241
5120, 1152, 983421.548, 983420.714,  616.825,  618.386
5120, 1280, 983286.315, 983285.566,  440.598,  413.271
5120, 1408, 983363.288, 983329.706,  395.619,  380.224
5120, 1536, 983320.550, 983244.712,  466.307,  501.087
5120, 1664, 982963.649, 983061.321,  309.460,  333.384
5120, 1792, 983344.542, 983365.031,  425.963,  409.515
5120, 1920, 983004.486, 983009.108,  331.896,  336.729
5120, 2048, 983077.169, 983161.985,  237.041,  279.599
